locus_tag	ftype	length_bp	gene	EC_number	COG	product
CDNALJOL_01394	gene	573	lpdG			
CDNALJOL_01394	CDS	573	lpdG	1.8.1.4	COG1249	Dihydrolipoyl dehydrogenase
CDNALJOL_01395	gene	117				
CDNALJOL_01395	CDS	117				hypothetical protein
CDNALJOL_01396	gene	1395				
CDNALJOL_01396	CDS	1395				hypothetical protein
CDNALJOL_01397	gene	990	sapM			
CDNALJOL_01397	CDS	990	sapM	3.1.3.64		Phosphatidylinositol-3-phosphatase
CDNALJOL_01398	gene	219				
CDNALJOL_01398	CDS	219				hypothetical protein
CDNALJOL_01399	gene	393				
CDNALJOL_01399	CDS	393				hypothetical protein
CDNALJOL_01400	gene	243	tusA_2			
CDNALJOL_01400	CDS	243	tusA_2		COG0425	Sulfur carrier protein TusA
CDNALJOL_01401	gene	1212				
CDNALJOL_01401	CDS	1212		3.1.4.-	COG2206	Cyclic di-GMP phosphodiesterase
CDNALJOL_01402	gene	1056	trpD			
CDNALJOL_01402	CDS	1056	trpD	2.4.2.18		Anthranilate phosphoribosyltransferase
CDNALJOL_01403	gene	906	mazG			
CDNALJOL_01403	CDS	906	mazG	3.6.1.8	COG1694	Nucleoside triphosphate pyrophosphohydrolase
CDNALJOL_01404	gene	138				
CDNALJOL_01404	CDS	138				hypothetical protein
CDNALJOL_01405	gene	1362	norR_5			
CDNALJOL_01405	CDS	1362	norR_5			Anaerobic nitric oxide reductase transcription regulator NorR
CDNALJOL_01406	gene	90				
CDNALJOL_01406	tRNA	90				tRNA-Ser(cga)
CDNALJOL_01407	gene	1284				
CDNALJOL_01407	CDS	1284				hypothetical protein
CDNALJOL_01408	gene	86				
CDNALJOL_01408	tRNA	86				tRNA-Ser(tga)
CDNALJOL_01409	gene	93				
CDNALJOL_01409	tRNA	93				tRNA-Ser(gct)
CDNALJOL_01410	gene	942				
CDNALJOL_01410	CDS	942				hypothetical protein
CDNALJOL_01411	gene	1656	prfC			
CDNALJOL_01411	CDS	1656	prfC		COG4108	Peptide chain release factor 3
CDNALJOL_01412	gene	645	recR			
CDNALJOL_01412	CDS	645	recR		COG0353	Recombination protein RecR
CDNALJOL_01413	gene	210				
CDNALJOL_01413	CDS	210			COG0718	Nucleoid-associated protein
CDNALJOL_01414	gene	1776				
CDNALJOL_01414	CDS	1776				hypothetical protein
CDNALJOL_01415	gene	93				
CDNALJOL_01415	tRNA	93				tRNA-Ser(gga)
CDNALJOL_01416	gene	252				
CDNALJOL_01416	CDS	252				hypothetical protein
CDNALJOL_01417	gene	369				
CDNALJOL_01417	CDS	369				hypothetical protein
CDNALJOL_01418	gene	303				
CDNALJOL_01418	CDS	303				hypothetical protein
CDNALJOL_01419	gene	249				
CDNALJOL_01419	CDS	249				hypothetical protein
CDNALJOL_01420	gene	1209				
CDNALJOL_01420	CDS	1209				hypothetical protein
CDNALJOL_01421	gene	405				
CDNALJOL_01421	CDS	405				hypothetical protein
CDNALJOL_01422	gene	357				
CDNALJOL_01422	CDS	357				hypothetical protein
CDNALJOL_01423	gene	621				
CDNALJOL_01423	CDS	621				hypothetical protein
CDNALJOL_01424	gene	1377				
CDNALJOL_01424	CDS	1377				hypothetical protein
CDNALJOL_01425	gene	1143	cusB_2			
CDNALJOL_01425	CDS	1143	cusB_2			Cation efflux system protein CusB
CDNALJOL_01426	gene	3111	czcA_6			
CDNALJOL_01426	CDS	3111	czcA_6			Cobalt-zinc-cadmium resistance protein CzcA
CDNALJOL_01427	gene	876	ygiD			
CDNALJOL_01427	CDS	876	ygiD	1.13.11.29	COG3384	4,5-DOPA dioxygenase extradiol
CDNALJOL_01428	gene	384	dksA_2			
CDNALJOL_01428	CDS	384	dksA_2		COG1734	RNA polymerase-binding transcription factor DksA
CDNALJOL_01429	gene	744	yciK			
CDNALJOL_01429	CDS	744	yciK	1.-.-.-	COG1028	putative oxidoreductase YciK
CDNALJOL_01430	gene	855				
CDNALJOL_01430	CDS	855				hypothetical protein
CDNALJOL_01431	gene	873	dapF			
CDNALJOL_01431	CDS	873	dapF	5.1.1.7	COG0253	Diaminopimelate epimerase
CDNALJOL_01432	gene	204				
CDNALJOL_01432	CDS	204				hypothetical protein
CDNALJOL_01433	gene	1311				
CDNALJOL_01433	CDS	1311				hypothetical protein
CDNALJOL_01434	gene	1485	resA_3			
CDNALJOL_01434	CDS	1485	resA_3			Thiol-disulfide oxidoreductase ResA
CDNALJOL_01435	gene	645				
CDNALJOL_01435	CDS	645				hypothetical protein
CDNALJOL_01436	gene	831	trmI			
CDNALJOL_01436	CDS	831	trmI	2.1.1.220	COG2519	tRNA (adenine(58)-N(1))-methyltransferase TrmI
CDNALJOL_01437	gene	306				
CDNALJOL_01437	CDS	306				hypothetical protein
CDNALJOL_01438	gene	345				
CDNALJOL_01438	CDS	345		2.8.1.-	COG0607	Sulfurtransferase
CDNALJOL_01439	gene	1404				
CDNALJOL_01439	CDS	1404				hypothetical protein
CDNALJOL_01440	gene	1020				
CDNALJOL_01440	CDS	1020				hypothetical protein
CDNALJOL_01441	gene	555				
CDNALJOL_01441	CDS	555				hypothetical protein
CDNALJOL_01442	gene	1365				
CDNALJOL_01442	CDS	1365				hypothetical protein
CDNALJOL_01443	gene	705				
CDNALJOL_01443	CDS	705				hypothetical protein
CDNALJOL_01444	gene	192				
CDNALJOL_01444	CDS	192				hypothetical protein
CDNALJOL_01445	gene	186				
CDNALJOL_01445	CDS	186				hypothetical protein
CDNALJOL_01446	gene	1089	gcvT_2			
CDNALJOL_01446	CDS	1089	gcvT_2	2.1.2.10	COG0404	Aminomethyltransferase
CDNALJOL_01447	gene	1197	gcvPA_1			
CDNALJOL_01447	CDS	1197	gcvPA_1	1.4.4.2		glycine dehydrogenase (decarboxylating) subunit 1
CDNALJOL_01448	gene	525	gcvPA_2			
CDNALJOL_01448	CDS	525	gcvPA_2	1.4.4.2	COG0403	putative glycine dehydrogenase (decarboxylating) subunit 1
CDNALJOL_01449	gene	1491	gcvPB			
CDNALJOL_01449	CDS	1491	gcvPB	1.4.4.2		putative glycine dehydrogenase (decarboxylating) subunit 2
CDNALJOL_01450	gene	630	lipM			
CDNALJOL_01450	CDS	630	lipM	2.3.1.181		Octanoyltransferase LipM
CDNALJOL_01451	gene	342				
CDNALJOL_01451	CDS	342				hypothetical protein
CDNALJOL_01452	gene	864				
CDNALJOL_01452	CDS	864				hypothetical protein
CDNALJOL_01453	gene	846				
CDNALJOL_01453	CDS	846				hypothetical protein
CDNALJOL_01454	gene	1029	queG			
CDNALJOL_01454	CDS	1029	queG	1.17.99.6		Epoxyqueuosine reductase
CDNALJOL_01455	gene	678	atoC_4			
CDNALJOL_01455	CDS	678	atoC_4		COG2204	Regulatory protein AtoC
CDNALJOL_01456	gene	2160	cpoB_3			
CDNALJOL_01456	CDS	2160	cpoB_3			Cell division coordinator CpoB
CDNALJOL_01457	gene	825	atoS_2			
CDNALJOL_01457	CDS	825	atoS_2	2.7.13.3	COG0642	Signal transduction histidine-protein kinase AtoS
CDNALJOL_01458	gene	399	gchK			
CDNALJOL_01458	CDS	399	gchK	2.7.13.3	COG0642	Globin-coupled histidine kinase
CDNALJOL_01459	gene	1470	atoC_5			
CDNALJOL_01459	CDS	1470	atoC_5		COG2204	Regulatory protein AtoC
CDNALJOL_01460	gene	375				
CDNALJOL_01460	CDS	375				hypothetical protein
CDNALJOL_01461	gene	438	flgC			
CDNALJOL_01461	CDS	438	flgC		COG1558	Flagellar basal-body rod protein FlgC
CDNALJOL_01462	gene	330	fliE			
CDNALJOL_01462	CDS	330	fliE			Flagellar hook-basal body complex protein FliE
CDNALJOL_01463	gene	1596	fliF			
CDNALJOL_01463	CDS	1596	fliF		COG1766	Flagellar M-ring protein
CDNALJOL_01464	gene	1005	fliG			
CDNALJOL_01464	CDS	1005	fliG		COG1536	Flagellar motor switch protein FliG
CDNALJOL_01465	gene	660				
CDNALJOL_01465	CDS	660				hypothetical protein
CDNALJOL_01466	gene	1389	yscN			
CDNALJOL_01466	CDS	1389	yscN	7.1.2.2		putative ATP synthase YscN
CDNALJOL_01467	gene	444				
CDNALJOL_01467	CDS	444				hypothetical protein
CDNALJOL_01468	gene	510				
CDNALJOL_01468	CDS	510				hypothetical protein
CDNALJOL_01469	gene	1485				
CDNALJOL_01469	CDS	1485				hypothetical protein
CDNALJOL_01470	gene	831				
CDNALJOL_01470	CDS	831				hypothetical protein
CDNALJOL_01471	gene	519				
CDNALJOL_01471	CDS	519				hypothetical protein
CDNALJOL_01472	gene	912				
CDNALJOL_01472	CDS	912				hypothetical protein
CDNALJOL_01473	gene	507				
CDNALJOL_01473	CDS	507				hypothetical protein
CDNALJOL_01474	gene	378				
CDNALJOL_01474	CDS	378				hypothetical protein
CDNALJOL_01475	gene	522				
CDNALJOL_01475	CDS	522				hypothetical protein
CDNALJOL_01476	gene	798				
CDNALJOL_01476	CDS	798				hypothetical protein
CDNALJOL_01477	gene	270				
CDNALJOL_01477	CDS	270				hypothetical protein
CDNALJOL_01478	gene	588				
CDNALJOL_01478	CDS	588				hypothetical protein
CDNALJOL_01479	gene	204				
CDNALJOL_01479	CDS	204				hypothetical protein
CDNALJOL_01480	gene	1089	flhB			
CDNALJOL_01480	CDS	1089	flhB		COG1377	Flagellar biosynthetic protein FlhB
CDNALJOL_01481	gene	693	flhA_1			
CDNALJOL_01481	CDS	693	flhA_1		COG1298	Flagellar biosynthesis protein FlhA
CDNALJOL_01482	gene	1425	flhA_2			
CDNALJOL_01482	CDS	1425	flhA_2		COG1298	Flagellar biosynthesis protein FlhA
CDNALJOL_01483	gene	426				
CDNALJOL_01483	CDS	426				hypothetical protein
CDNALJOL_01484	gene	903	flhF			
CDNALJOL_01484	CDS	903	flhF		COG1419	Flagellar biosynthesis protein FlhF
CDNALJOL_01485	gene	879	ylxH			
CDNALJOL_01485	CDS	879	ylxH		COG0455	Flagellum site-determining protein YlxH
CDNALJOL_01486	gene	756	fliA			
CDNALJOL_01486	CDS	756	fliA		COG1191	RNA polymerase sigma factor FliA
CDNALJOL_01487	gene	795	cheR			
CDNALJOL_01487	CDS	795	cheR	2.1.1.80		Chemotaxis protein methyltransferase
CDNALJOL_01488	gene	381	cheY			
CDNALJOL_01488	CDS	381	cheY		COG0784	Chemotaxis protein CheY
CDNALJOL_01489	gene	1941	cheA			
CDNALJOL_01489	CDS	1941	cheA	2.7.13.3	COG0643	Chemotaxis protein CheA
CDNALJOL_01490	gene	729	cheB			
CDNALJOL_01490	CDS	729	cheB	3.1.1.61	COG2201	Protein-glutamate methylesterase/protein-glutamine glutaminase
CDNALJOL_01491	gene	312	cheB2			
CDNALJOL_01491	CDS	312	cheB2	3.1.1.61	COG2201	Protein-glutamate methylesterase/protein-glutamine glutaminase 2
CDNALJOL_01492	gene	1674				
CDNALJOL_01492	CDS	1674				hypothetical protein
CDNALJOL_01493	gene	516	cheW			
CDNALJOL_01493	CDS	516	cheW		COG0835	Chemotaxis protein CheW
CDNALJOL_01494	gene	333	pomA_1			
CDNALJOL_01494	CDS	333	pomA_1		COG1291	Chemotaxis protein PomA
CDNALJOL_01495	gene	435	pomA_2			
CDNALJOL_01495	CDS	435	pomA_2		COG1291	Chemotaxis protein PomA
CDNALJOL_01496	gene	786	motB			
CDNALJOL_01496	CDS	786	motB		COG1360	Motility protein B
CDNALJOL_01497	gene	561				
CDNALJOL_01497	CDS	561				hypothetical protein
CDNALJOL_01498	gene	816				
CDNALJOL_01498	CDS	816				hypothetical protein
CDNALJOL_01499	gene	303				
CDNALJOL_01499	CDS	303				hypothetical protein
CDNALJOL_01500	gene	708				
CDNALJOL_01500	CDS	708		1.-.-.-		putative oxidoreductase
CDNALJOL_01501	gene	228				
CDNALJOL_01501	CDS	228				hypothetical protein
CDNALJOL_01502	gene	600				
CDNALJOL_01502	CDS	600				hypothetical protein
CDNALJOL_01503	gene	576				
CDNALJOL_01503	CDS	576				hypothetical protein
CDNALJOL_01504	gene	795				
CDNALJOL_01504	CDS	795				hypothetical protein
CDNALJOL_01505	gene	714				
CDNALJOL_01505	CDS	714				hypothetical protein
CDNALJOL_01506	gene	1185	dapL			
CDNALJOL_01506	CDS	1185	dapL	2.6.1.83	COG0436	LL-diaminopimelate aminotransferase
CDNALJOL_01507	gene	294				
CDNALJOL_01507	CDS	294				hypothetical protein
CDNALJOL_01508	gene	714				
CDNALJOL_01508	CDS	714				hypothetical protein
CDNALJOL_01509	gene	1068	mutY			
CDNALJOL_01509	CDS	1068	mutY	3.2.2.31	COG1194	Adenine DNA glycosylase
CDNALJOL_01510	gene	1089	hcf136_2			
CDNALJOL_01510	CDS	1089	hcf136_2			Ycf48-like protein
CDNALJOL_01511	gene	528				
CDNALJOL_01511	CDS	528				hypothetical protein
CDNALJOL_01512	gene	324				
CDNALJOL_01512	CDS	324				hypothetical protein
CDNALJOL_01513	gene	438				
CDNALJOL_01513	CDS	438				hypothetical protein
CDNALJOL_01514	gene	1734				
CDNALJOL_01514	CDS	1734				hypothetical protein
CDNALJOL_01515	gene	768	ssuB			
CDNALJOL_01515	CDS	768	ssuB	3.6.3.-	COG1116	Aliphatic sulfonates import ATP-binding protein SsuB
CDNALJOL_01516	gene	483				
CDNALJOL_01516	CDS	483				hypothetical protein
CDNALJOL_01517	gene	273				
CDNALJOL_01517	CDS	273				hypothetical protein
CDNALJOL_01518	gene	561	dprA			
CDNALJOL_01518	CDS	561	dprA		COG0758	DNA processing protein DprA
CDNALJOL_01519	gene	2553	topA			
CDNALJOL_01519	CDS	2553	topA	5.6.2.1		DNA topoisomerase 1
CDNALJOL_01520	gene	1431	trmFO			
CDNALJOL_01520	CDS	1431	trmFO	2.1.1.74	COG1206	Methylenetetrahydrofolate--tRNA-(uracil-5-)-methyltransferase TrmFO
CDNALJOL_01521	gene	966	xerD_2			
CDNALJOL_01521	CDS	966	xerD_2			Tyrosine recombinase XerD
CDNALJOL_01522	gene	597	hslV			
CDNALJOL_01522	CDS	597	hslV	3.4.25.2	COG5405	ATP-dependent protease subunit HslV
CDNALJOL_01523	gene	1335	hslU			
CDNALJOL_01523	CDS	1335	hslU		COG1220	ATP-dependent protease ATPase subunit HslU
CDNALJOL_01524	gene	552	argB_1			
CDNALJOL_01524	CDS	552	argB_1	2.7.2.8	COG0548	Acetylglutamate kinase
CDNALJOL_01525	gene	360	argB_2			
CDNALJOL_01525	CDS	360	argB_2	2.7.2.8	COG0548	Acetylglutamate kinase
CDNALJOL_01526	gene	471				
CDNALJOL_01526	CDS	471				hypothetical protein
CDNALJOL_01527	gene	474	dut			
CDNALJOL_01527	CDS	474	dut	3.6.1.23	COG0756	Deoxyuridine 5'-triphosphate nucleotidohydrolase
CDNALJOL_01528	gene	849	rsmI			
CDNALJOL_01528	CDS	849	rsmI	2.1.1.198	COG0313	Ribosomal RNA small subunit methyltransferase I
CDNALJOL_01529	gene	861	panC			
CDNALJOL_01529	CDS	861	panC	6.3.2.1	COG0414	Pantothenate synthetase
CDNALJOL_01530	gene	822	ramA			
CDNALJOL_01530	CDS	822	ramA	3.5.1.100		(R)-stereoselective amidase
CDNALJOL_01531	gene	288	frmR			
CDNALJOL_01531	CDS	288	frmR		COG1937	Transcriptional repressor FrmR
CDNALJOL_01532	gene	531				
CDNALJOL_01532	CDS	531				hypothetical protein
CDNALJOL_01533	gene	1131				
CDNALJOL_01533	CDS	1131				hypothetical protein
CDNALJOL_01534	gene	1116				
CDNALJOL_01534	CDS	1116				hypothetical protein
CDNALJOL_01535	gene	492				
CDNALJOL_01535	CDS	492				hypothetical protein
CDNALJOL_01536	gene	654				
CDNALJOL_01536	CDS	654				hypothetical protein
CDNALJOL_01537	gene	522				
CDNALJOL_01537	CDS	522				hypothetical protein
CDNALJOL_01538	gene	87				
CDNALJOL_01538	tRNA	87				tRNA-Leu(caa)
CDNALJOL_01539	gene	1617				
CDNALJOL_01539	CDS	1617				hypothetical protein
CDNALJOL_01540	gene	768				
CDNALJOL_01540	CDS	768				hypothetical protein
CDNALJOL_01541	gene	660				
CDNALJOL_01541	CDS	660				hypothetical protein
CDNALJOL_01542	gene	1257				
CDNALJOL_01542	CDS	1257				putative MFS-type transporter
CDNALJOL_01543	gene	690	dmpP			
CDNALJOL_01543	CDS	690	dmpP	1.14.13.7		Phenol hydroxylase P5 protein
CDNALJOL_01544	gene	330				
CDNALJOL_01544	CDS	330				hypothetical protein
CDNALJOL_01545	gene	120				
CDNALJOL_01545	CDS	120				hypothetical protein
CDNALJOL_01546	gene	1908	thiI			
CDNALJOL_01546	CDS	1908	thiI	2.8.1.4		tRNA sulfurtransferase
CDNALJOL_01547	gene	315	isdG			
CDNALJOL_01547	CDS	315	isdG	1.14.14.18		Heme oxygenase (staphylobilin-producing)
CDNALJOL_01548	gene	498				
CDNALJOL_01548	CDS	498				hypothetical protein
CDNALJOL_01549	gene	195				
CDNALJOL_01549	CDS	195				hypothetical protein
CDNALJOL_01550	gene	198				
CDNALJOL_01550	CDS	198				hypothetical protein
CDNALJOL_01551	gene	927				
CDNALJOL_01551	CDS	927				hypothetical protein
CDNALJOL_01552	gene	423				
CDNALJOL_01552	CDS	423				hypothetical protein
CDNALJOL_01553	gene	384				
CDNALJOL_01553	CDS	384				hypothetical protein
CDNALJOL_01554	gene	726				
CDNALJOL_01554	CDS	726				hypothetical protein
CDNALJOL_01555	gene	999	ruvB			
CDNALJOL_01555	CDS	999	ruvB	3.6.4.12	COG2255	Holliday junction ATP-dependent DNA helicase RuvB
CDNALJOL_01556	gene	627	ruvA			
CDNALJOL_01556	CDS	627	ruvA	3.6.4.12	COG0632	Holliday junction ATP-dependent DNA helicase RuvA
CDNALJOL_01557	gene	534	ruvC			
CDNALJOL_01557	CDS	534	ruvC	3.1.22.4	COG0817	Crossover junction endodeoxyribonuclease RuvC
CDNALJOL_01558	gene	1503	degP			
CDNALJOL_01558	CDS	1503	degP	3.4.21.107	COG0265	Periplasmic serine endoprotease DegP
CDNALJOL_01559	gene	462	dctD			
CDNALJOL_01559	CDS	462	dctD			C4-dicarboxylate transport transcriptional regulatory protein DctD
CDNALJOL_01560	gene	1641	sasA_3			
CDNALJOL_01560	CDS	1641	sasA_3	2.7.-.-		Adaptive-response sensory-kinase SasA
CDNALJOL_01561	gene	534	yrdA			
CDNALJOL_01561	CDS	534	yrdA		COG0663	Protein YrdA
CDNALJOL_01562	gene	693	vldH			
CDNALJOL_01562	CDS	693	vldH	3.1.3.101		Validoxylamine A 7'-phosphate phosphatase
CDNALJOL_01563	gene	672				
CDNALJOL_01563	CDS	672				hypothetical protein
CDNALJOL_01564	gene	1059				
CDNALJOL_01564	CDS	1059			COG4447	Ycf48-like protein
CDNALJOL_01565	gene	627				
CDNALJOL_01565	CDS	627				hypothetical protein
CDNALJOL_01566	gene	351				
CDNALJOL_01566	CDS	351				hypothetical protein
CDNALJOL_01567	gene	381				
CDNALJOL_01567	CDS	381				hypothetical protein
CDNALJOL_01568	gene	246				
CDNALJOL_01568	CDS	246				hypothetical protein
CDNALJOL_01569	gene	840				
CDNALJOL_01569	CDS	840				hypothetical protein
CDNALJOL_01570	gene	912	dppB_2			
CDNALJOL_01570	CDS	912	dppB_2		COG0601	Dipeptide transport system permease protein DppB
CDNALJOL_01571	gene	669				
CDNALJOL_01571	CDS	669				hypothetical protein
CDNALJOL_01572	gene	456				
CDNALJOL_01572	CDS	456				hypothetical protein
CDNALJOL_01573	gene	1206	mdeA			
CDNALJOL_01573	CDS	1206	mdeA	4.4.1.11		L-methionine gamma-lyase
CDNALJOL_01574	gene	357				
CDNALJOL_01574	CDS	357				hypothetical protein
CDNALJOL_01575	gene	1530				
CDNALJOL_01575	CDS	1530				hypothetical protein
CDNALJOL_01576	gene	1473	amtB			
CDNALJOL_01576	CDS	1473	amtB			Ammonia channel
CDNALJOL_01577	gene	339	glnB_1			
CDNALJOL_01577	CDS	339	glnB_1		COG0347	Nitrogen regulatory protein P-II 1
CDNALJOL_01578	gene	1308	amt			
CDNALJOL_01578	CDS	1308	amt			Ammonia channel
CDNALJOL_01579	gene	2532	copA			
CDNALJOL_01579	CDS	2532	copA	7.2.2.8		Copper-exporting P-type ATPase
CDNALJOL_01580	gene	1251				
CDNALJOL_01580	CDS	1251				hypothetical protein
CDNALJOL_01581	gene	762				
CDNALJOL_01581	CDS	762				hypothetical protein
CDNALJOL_01582	gene	705				
CDNALJOL_01582	CDS	705				hypothetical protein
CDNALJOL_01583	gene	762				
CDNALJOL_01583	CDS	762				hypothetical protein
CDNALJOL_01584	gene	453				
CDNALJOL_01584	CDS	453				hypothetical protein
CDNALJOL_01585	gene	912	pepN_1			
CDNALJOL_01585	CDS	912	pepN_1	3.4.11.2		Aminopeptidase N
CDNALJOL_01586	gene	1704	pepN_2			
CDNALJOL_01586	CDS	1704	pepN_2	3.4.11.2	COG0308	Aminopeptidase N
CDNALJOL_01587	gene	720				
CDNALJOL_01587	CDS	720				hypothetical protein
CDNALJOL_01588	gene	354				
CDNALJOL_01588	CDS	354				hypothetical protein
CDNALJOL_01589	gene	948	uvrB_1			
CDNALJOL_01589	CDS	948	uvrB_1			UvrABC system protein B
CDNALJOL_01590	gene	1161	uvrB_2			
CDNALJOL_01590	CDS	1161	uvrB_2		COG0556	UvrABC system protein B
CDNALJOL_01591	gene	270				
CDNALJOL_01591	CDS	270				hypothetical protein
CDNALJOL_01592	gene	339	hlyU			
CDNALJOL_01592	CDS	339	hlyU		COG0640	Transcriptional activator HlyU
CDNALJOL_01593	gene	1419				
CDNALJOL_01593	CDS	1419				hypothetical protein
CDNALJOL_01594	gene	882	czcB_2			
CDNALJOL_01594	CDS	882	czcB_2			Cobalt-zinc-cadmium resistance protein CzcB
CDNALJOL_01595	gene	3264	mdtB_1			
CDNALJOL_01595	CDS	3264	mdtB_1			Multidrug resistance protein MdtB
CDNALJOL_01596	gene	219				
CDNALJOL_01596	CDS	219				hypothetical protein
CDNALJOL_01597	gene	1005	adhA			
CDNALJOL_01597	CDS	1005	adhA	1.1.1.1	COG1064	putative alcohol dehydrogenase AdhA
CDNALJOL_01598	gene	348				
CDNALJOL_01598	CDS	348				hypothetical protein
CDNALJOL_01599	gene	234				
CDNALJOL_01599	CDS	234				hypothetical protein
CDNALJOL_01600	gene	609				
CDNALJOL_01600	CDS	609				hypothetical protein
CDNALJOL_01601	gene	861				
CDNALJOL_01601	CDS	861				hypothetical protein
CDNALJOL_01602	gene	477	bcp			
CDNALJOL_01602	CDS	477	bcp	1.11.1.15	COG1225	Putative peroxiredoxin bcp
CDNALJOL_01603	gene	1740	arc			
CDNALJOL_01603	CDS	1740	arc		COG0464	Proteasome-associated ATPase
CDNALJOL_01604	gene	1518	dop_3			
CDNALJOL_01604	CDS	1518	dop_3	3.4.-.-		Depupylase
CDNALJOL_01605	gene	213	pup			
CDNALJOL_01605	CDS	213	pup			Prokaryotic ubiquitin-like protein Pup
CDNALJOL_01606	gene	840	prcB_2			
CDNALJOL_01606	CDS	840	prcB_2	3.4.25.1	COG0638	Proteasome subunit beta
CDNALJOL_01607	gene	690	prcA_2			
CDNALJOL_01607	CDS	690	prcA_2	3.4.25.1	COG0638	Proteasome subunit alpha
CDNALJOL_01608	gene	1347	pafA			
CDNALJOL_01608	CDS	1347	pafA	6.3.1.19		Pup--protein ligase
CDNALJOL_01609	gene	693				
CDNALJOL_01609	CDS	693				hypothetical protein
CDNALJOL_01610	gene	297				
CDNALJOL_01610	CDS	297				hypothetical protein
CDNALJOL_01611	gene	927				
CDNALJOL_01611	CDS	927				hypothetical protein
CDNALJOL_01612	gene	912				
CDNALJOL_01612	CDS	912				hypothetical protein
CDNALJOL_01613	gene	204				
CDNALJOL_01613	CDS	204				hypothetical protein
CDNALJOL_01614	gene	462				
CDNALJOL_01614	CDS	462				hypothetical protein
CDNALJOL_01615	gene	444				
CDNALJOL_01615	CDS	444				hypothetical protein
CDNALJOL_01616	gene	918	ectD			
CDNALJOL_01616	CDS	918	ectD	1.14.11.55		Ectoine dioxygenase
CDNALJOL_01617	gene	396	ectC			
CDNALJOL_01617	CDS	396	ectC	4.2.1.108		L-ectoine synthase
CDNALJOL_01618	gene	1278	ectB			
CDNALJOL_01618	CDS	1278	ectB	2.6.1.76	COG0160	Diaminobutyrate--2-oxoglutarate transaminase
CDNALJOL_01619	gene	564	ectA			
CDNALJOL_01619	CDS	564	ectA	2.3.1.178		L-2,4-diaminobutyric acid acetyltransferase
CDNALJOL_01620	gene	1200	proP_1			
CDNALJOL_01620	CDS	1200	proP_1			Proline/betaine transporter
CDNALJOL_01621	gene	267				
CDNALJOL_01621	CDS	267				hypothetical protein
CDNALJOL_01622	gene	75				
CDNALJOL_01622	tRNA	75				tRNA-Cys(gca)
CDNALJOL_01623	gene	459				
CDNALJOL_01623	CDS	459				hypothetical protein
CDNALJOL_01624	gene	132				
CDNALJOL_01624	CDS	132				hypothetical protein
CDNALJOL_01625	gene	77				
CDNALJOL_01625	tRNA	77				tRNA-Arg(tcg)
CDNALJOL_01626	gene	1995	mdtB_2			
CDNALJOL_01626	CDS	1995	mdtB_2			Multidrug resistance protein MdtB
CDNALJOL_01627	gene	648	czcA_7			
CDNALJOL_01627	CDS	648	czcA_7			Cobalt-zinc-cadmium resistance protein CzcA
CDNALJOL_01628	gene	516	swrC_2			
CDNALJOL_01628	CDS	516	swrC_2		COG0841	Swarming motility protein SwrC
CDNALJOL_01629	gene	618				
CDNALJOL_01629	CDS	618				hypothetical protein
CDNALJOL_01630	gene	1455				
CDNALJOL_01630	CDS	1455				hypothetical protein
CDNALJOL_01631	gene	2199				
CDNALJOL_01631	CDS	2199				hypothetical protein
CDNALJOL_01632	gene	420	rbr			
CDNALJOL_01632	CDS	420	rbr		COG1592	Rubrerythrin
CDNALJOL_01633	gene	888				
CDNALJOL_01633	CDS	888				hypothetical protein
CDNALJOL_01634	gene	1173	menF			
CDNALJOL_01634	CDS	1173	menF	5.4.4.2		Isochorismate synthase MenF
CDNALJOL_01635	gene	75				
CDNALJOL_01635	tRNA	75				tRNA-His(gtg)
CDNALJOL_01636	gene	318				
CDNALJOL_01636	CDS	318				hypothetical protein
CDNALJOL_01637	gene	201				
CDNALJOL_01637	CDS	201				hypothetical protein
CDNALJOL_01638	gene	291				
CDNALJOL_01638	CDS	291				hypothetical protein
CDNALJOL_01639	gene	987				
CDNALJOL_01639	CDS	987				hypothetical protein
CDNALJOL_01640	gene	975				
CDNALJOL_01640	CDS	975				hypothetical protein
CDNALJOL_01641	gene	924	ttuA			
CDNALJOL_01641	CDS	924	ttuA	2.8.1.15	COG0037	tRNA-5-methyluridine(54) 2-sulfurtransferase
CDNALJOL_01642	gene	204				
CDNALJOL_01642	CDS	204				hypothetical protein
CDNALJOL_01643	gene	492				
CDNALJOL_01643	CDS	492				hypothetical protein
CDNALJOL_01644	gene	1296	bchB			
CDNALJOL_01644	CDS	1296	bchB	1.3.7.7		Light-independent protochlorophyllide reductase subunit B
CDNALJOL_01645	gene	561				
CDNALJOL_01645	CDS	561				hypothetical protein
CDNALJOL_01646	gene	1635	murJ			
CDNALJOL_01646	CDS	1635	murJ		COG0728	putative lipid II flippase MurJ
CDNALJOL_01647	gene	264	rpsT			
CDNALJOL_01647	CDS	264	rpsT		COG0268	30S ribosomal protein S20
CDNALJOL_01648	gene	1047				
CDNALJOL_01648	CDS	1047				hypothetical protein
CDNALJOL_01649	gene	621				
CDNALJOL_01649	CDS	621				hypothetical protein
CDNALJOL_01650	gene	2487	leuS			
CDNALJOL_01650	CDS	2487	leuS	6.1.1.4	COG0495	Leucine--tRNA ligase
CDNALJOL_01651	gene	77				
CDNALJOL_01651	tRNA	77				tRNA-Arg(acg)
CDNALJOL_01652	gene	1104	xerC_4			
CDNALJOL_01652	CDS	1104	xerC_4			Tyrosine recombinase XerC
